Term,PosScore,NegScore,hindi
spookier,0.0,-0.9,spookier
backwood,0.0,-0.9,backwood
derisiveness,0.0,-0.9,derisiveness
squabble,0.0,-0.9,झगड़ा
inflammed,0.0,-0.9,inflammed
decadent,0.0,-0.9,अवनति का
eschew,0.0,-0.9,त्याग करना
marginal,0.0,-0.9,सीमांत
addicting,0.0,-0.9,खेलों
fatefully,0.0,-0.9,fatefully
distracting,0.0,-0.9,ध्यान भंग
penalize,0.0,-0.9,दंड देना
bearish,0.0,-0.9,मंदी
lull,0.0,-0.9,शांति काल
expire,0.0,-0.9,समय सीमा समाप्त
betrayals,0.0,-0.9,छल से
bunk,0.0,-0.9,चारपाई
feebleminded,0.0,-0.9,मंद बुद्धि
f**k,0.0,-0.9,** k च
inelegant,0.0,-0.9,असजीला
ranted,0.0,-0.9,ranted
scandel,0.0,-0.9,scandel
amputate,0.0,-0.9,काटकर अलग किया हुआ
hard-liner,0.0,-0.9,कड़ी मेहनत से लाइनर
exclusion,0.0,-0.9,बहिष्कार
drags,0.0,-0.9,drags
strangest,0.0,-0.9,अजीब
superstitious,0.0,-0.9,वहमी
pry,0.0,-0.9,जिज्ञासा
shaky,0.0,-0.9,अस्थिर
condemn,0.0,-0.9,निंदा करना
abolish,0.0,-0.9,समाप्त करना
accusation,0.0,-0.9,आरोप
irregularity,0.0,-0.9,अनियमितता
lies,0.0,-0.9,झूठ
premeditated,0.0,-0.9,पूर्वचिन्तित
fault,0.0,-0.9,दोष
puzzling,0.0,-0.9,puzzling
suspicious,0.0,-0.9,संदेहजनक
unattractive,0.0,-0.9,बदसूरत
delusional,0.0,-0.9,भ्रम का शिकार हो
ungovernable,0.0,-0.9,अदम्य
injustices,0.0,-0.9,अन्याय
limits,0.0,-0.9,सीमा
ultimatum,0.0,-0.9,अंतिम चेतावनी
implode,0.0,-0.9,फटना
covetous,0.0,-0.9,लालची
louder,0.0,-0.9,जोर
monstrous,0.0,-0.9,राक्षसी
monstrously,0.0,-0.9,विकराल रुप में
misstatement,0.0,-0.9,ग़लत बयान
motley,0.0,-0.9,पंचमेल
carp,0.0,-0.9,काप
estranged,0.0,-0.9,पराया
bumping,0.0,-0.9,bumping
fussy,0.0,-0.9,उधम मचाते
irksomeness,0.0,-0.9,नागवारी
puny,0.0,-0.9,नन्हा
dripped,0.0,-0.9,dripped
imperious,0.0,-0.9,शाही
confused,0.0,-0.9,उलझन में
discomfort,0.0,-0.9,असहजता
jealous,0.0,-0.9,ईर्ष्या
neurotically,0.0,-0.9,neurotically
guilty,0.0,-0.9,दोषी
flagging,0.0,-0.9,फ़्लैग करने
refusal,0.0,-0.9,इनकार
litigious,0.0,-0.9,विवादी
scuff,0.0,-0.9,खरोंच
tragedy,0.0,-0.9,शोकपूर्ण घटना
ailing,0.0,-0.9,बीमार
secretive,0.0,-0.9,गुप्त
cocky,0.0,-0.9,अहंकारी
primitive,0.0,-0.9,प्राचीन
effigy,0.0,-0.9,पुतला
fatcat,0.0,-0.9,मोटी बिल्ली
paupers,0.0,-0.9,अकिंचन
bullies,0.0,-0.9,बदमाशों
vanity,0.0,-0.9,घमंड
stooge,0.0,-0.9,कठपुतली
inhospitable,0.0,-0.9,असत्कारशील
tragically,0.0,-0.9,दुखद अंत
troublesome,0.0,-0.9,परेशानी
outcry,0.0,-0.9,चिल्लाहट
displeasing,0.0,-0.9,अप्रिय
degradingly,0.0,-0.9,degradingly
scrambles,0.0,-0.9,scrambles
impatiently,0.0,-0.9,बेसब्री से
maddeningly,0.0,-0.9,विक्षिप्त की तरह
unpleasant,0.0,-0.9,अप्रिय
craze,0.0,-0.9,सनक
devastatingly,0.0,-0.9,प्रभावशाली ढंग से
unwanted,0.0,-0.9,अवांछित
provoke,0.0,-0.9,भड़काने
impolitely,0.0,-0.9,अशिष्टता
sneaky,0.0,-0.9,डरपोक
unsupported,0.0,-0.9,असमर्थित
languish,0.0,-0.9,दुर्बल
swindle,0.0,-0.9,ठग ले
resentment,0.0,-0.9,नाराज़गी
dust,0.0,-0.9,धूल
bloodshed,0.0,-0.9,रक्तपात
shirk,0.0,-0.9,भागना
perplexity,0.0,-0.9,विकलता
impiety,0.0,-0.9,नास्तिकता
aggressor,0.0,-0.9,आक्रामक
forbidding,0.0,-0.9,अनिष्ट
demean,0.0,-0.9,नीचा दिखाना
inconsequential,0.0,-0.9,क्रमरहित
disliked,0.0,-0.9,नापसंद
heretical,0.0,-0.9,विधर्मिक
tetchily,0.0,-0.9,tetchily
steep,0.0,-0.9,खड़ी
unbelievable,0.0,-0.9,अविश्वसनीय
chill,0.0,-0.9,सर्द
unfulfilled,0.0,-0.9,अधूरी
oversimplify,0.0,-0.9,oversimplify
accost,0.0,-0.9,संभाषण करना
ambivalent,0.0,-0.9,उभयभावी
damn,0.0,-0.9,अरे नहीं
forgetful,0.0,-0.9,भुलक्कड़
undermine,0.0,-0.9,कमजोर
meltdown,0.0,-0.9,मंदी
mobster,0.0,-0.9,डकैत
overheat,0.0,-0.9,ज़रूरत से ज़्यादा गरम
undermined,0.0,-0.9,कम आंका
loophole,0.0,-0.9,बचाव का रास्ता
plunder,0.0,-0.9,लूट
screwy,0.0,-0.9,मदहोश
fustigate,0.0,-0.9,लकड़ी से मारना
muddy,0.0,-0.9,मैला
deficiency,0.0,-0.9,कमी
mulish,0.0,-0.9,हठी
coupists,0.0,-0.9,coupists
subvert,0.0,-0.9,पलट देना
plagiarize,0.0,-0.9,plagiarize
impair,0.0,-0.9,ख़राब
jutters,0.0,-0.9,jutters
sufferers,0.0,-0.9,पीड़ित
deadweight,0.0,-0.9,डेडवेट
filth,0.0,-0.9,गंदगी
unraveled,0.0,-0.9,सुलझाया
flee,0.0,-0.9,भागना
rude,0.0,-0.9,अशिष्ट
dissolution,0.0,-0.9,विघटन
patronize,0.0,-0.9,संरक्षण
manipulative,0.0,-0.9,जोड़ तोड़
peculiarly,0.0,-0.9,विचित्र रूप से
dark,0.0,-0.9,अंधेरा
notoriety,0.0,-0.9,बदनामी
bewilderingly,0.0,-0.9,भटकाते हुए
hardball,0.0,-0.9,हार्डबॉल
pompous,0.0,-0.9,गर्वित
spew,0.0,-0.9,वमन
motionless,0.0,-0.9,स्तब्ध
negatives,0.0,-0.9,नकारात्मक
stifling,0.0,-0.9,दमघोंटू
addicts,0.0,-0.9,नशेड़ी
cramp,0.0,-0.9,ऐंठन
lone,0.0,-0.9,अकेला
unsecure,0.0,-0.9,असुरक्षित
disingenuous,0.0,-0.9,कपटी
chafe,0.0,-0.9,मसलना
fabrication,0.0,-0.9,विनिर्माण
died,0.0,-0.9,मृत्यु हो गई
frustration,0.0,-0.9,निराशा
disillusionment,0.0,-0.9,मोहभंग
long-winded,0.0,-0.9,घना
smudging,0.0,-0.9,smudging
burdensomely,0.0,-0.9,burdensomely
bumps,0.0,-0.9,धक्कों
arduously,0.0,-0.9,जोश से
fatalistically,0.0,-0.9,fatalistically
militancy,0.0,-0.9,आतंकवाद
noxious,0.0,-0.9,हानिकारक
sulk,0.0,-0.9,मचलना
superfluous,0.0,-0.9,ज़रूरत से ज़्यादा
complicit,0.0,-0.9,complicit
choleric,0.0,-0.9,चिड़चिड़ा
sunk,0.0,-0.9,डूब
skepticism,0.0,-0.9,संदेहवाद
unreachable,0.0,-0.9,पहुँच योग्य नहीं
commiserate,0.0,-0.9,सहानुभूति प्रकट करना
deprived,0.0,-0.9,वंचित
traitorously,0.0,-0.9,traitorously
zombie,0.0,-0.9,ज़ोंबी
harried,0.0,-0.9,परेशान
outbreak,0.0,-0.9,प्रकोप
inteferes,0.0,-0.9,inteferes
emphatic,0.0,-0.9,ज़ोरदार
incense,0.0,-0.9,धूप
hated,0.0,-0.9,नफरत
overrated,0.0,-0.9,अहंकारी
irate,0.0,-0.9,क्रुद्ध
hinder,0.0,-0.9,बाधा
gasp,0.0,-0.9,हांफी
excruciatingly,0.0,-0.9,पीड़ा
snarl,0.0,-0.9,नाश्ता
freezing,0.0,-0.9,जमना
wrath,0.0,-0.9,कोप
farcical,0.0,-0.9,हंसी का
ineptitude,0.0,-0.9,अयोग्यता
ferocity,0.0,-0.9,क्रूरता
underpowered,0.0,-0.9,underpowered
improbable,0.0,-0.9,असंभव
fearfully,0.0,-0.9,भय सहित
agonizing,0.0,-0.9,अति पीड़ा देनेवाला
puppets,0.0,-0.9,कठपुतलियों
noises,0.0,-0.9,शोर
refuses,0.0,-0.9,मना कर दिया
remorse,0.0,-0.9,पश्चाताप
addicted,0.0,-0.9,लत लग
defects,0.0,-0.9,दोष के
lethargy,0.0,-0.9,सुस्ती
combust,0.0,-0.9,अस्त
annoyed,0.0,-0.9,नाराज हो
disdained,0.0,-0.9,disdained
skittishly,0.0,-0.9,skittishly
dissappointing,0.0,-0.9,dissappointing
sugar-coated,0.0,-0.9,चीनी लेपित
dragged,0.0,-0.9,घसीटा
mashed,0.0,-0.9,मसला हुआ
falls,0.0,-0.9,फॉल्स
depraved,0.0,-0.9,भ्रष्ट
darken,0.0,-0.9,गहरा करें
ruins,0.0,-0.9,खंडहर
stiffness,0.0,-0.9,कठोरता
two-faces,0.0,-0.9,दो चेहरे
sloooow,0.0,-0.9,sloooow
direness,0.0,-0.9,वो हैं
inconsistence,0.0,-0.9,inconsistence
wily,0.0,-0.9,चतुर
abyss,0.0,-0.9,रसातल
burn,0.0,-0.9,जलाना
blabber,0.0,-0.9,झक्की
tediously,0.0,-0.9,उबाते
hostile,0.0,-0.9,शत्रुतापूर्ण
oblique,0.0,-0.9,परोक्ष
intractable,0.0,-0.9,असभ्य
despicably,0.0,-0.9,despicably
fanatics,0.0,-0.9,कट्टरपंथियों
fury,0.0,-0.9,रोष
imperfections,0.0,-0.9,खामियों
draconic,0.0,-0.9,अजगर का
kook,0.0,-0.9,फोड़ा
instable,0.0,-0.9,अस्थिर
carnage,0.0,-0.9,नरसंहार
squeals,0.0,-0.9,squeals
reproach,0.0,-0.9,तिरस्कार
rut,0.0,-0.9,लीक
taut,0.0,-0.9,तना हुआ
reckless,0.0,-0.9,लापरवाह
antagonistic,0.0,-0.9,विरोधी
burden,0.0,-0.9,बोझ
inextricable,0.0,-0.9,विकट
obtrusive,0.0,-0.9,निकला हुआ
poisonous,0.0,-0.9,विषैला
incommensurate,0.0,-0.9,बेडौल
intolerablely,0.0,-0.9,intolerablely
infringement,0.0,-0.9,उल्लंघन
brazenness,0.0,-0.9,बेशर्मी
dangerous,0.0,-0.9,खतरनाक
niggle,0.0,-0.9,तुच्छ चीज़ करना
dissatisfaction,0.0,-0.9,असंतोष
spendy,0.0,-0.9,spendy
gimmicks,0.0,-0.9,चालबाज़ियों
deterioration,0.0,-0.9,क्षय
touted,0.0,-0.9,को टाल दिया
rigidness,0.0,-0.9,rigidness
gritty,0.0,-0.9,किरकिरा
acridness,0.0,-0.9,acridness
peculiar,0.0,-0.9,अजीब
beggarly,0.0,-0.9,निर्धन
insufficiency,0.0,-0.9,कमी
admonisher,0.0,-0.9,admonisher
panders,0.0,-0.9,panders
deviousness,0.0,-0.9,चक्करदारी
squabbling,0.0,-0.9,विवादों
misaligned,0.0,-0.9,गलत संरेखित
misread,0.0,-0.9,पढ़ने में भूलना
wreaked,0.0,-0.9,टूट पड़ा
admonishingly,0.0,-0.9,admonishingly
worn,0.0,-0.9,पहना है
gibber,0.0,-0.9,बड़बड़ाना
arrogance,0.0,-0.9,हेकड़ी
jealousy,0.0,-0.9,ईर्ष्या द्वेष
mocking,0.0,-0.9,मजाक
uproarious,0.0,-0.9,उपद्रवी
joker,0.0,-0.9,जोकर
back-logged,0.0,-0.9,बैक लॉग इन
meaningless,0.0,-0.9,व्यर्थ
denunciations,0.0,-0.9,denunciations
insubstantial,0.0,-0.9,असाध्य
lawbreaker,0.0,-0.9,मुजरिम
offender,0.0,-0.9,अपराधी
oversimplification,0.0,-0.9,अति सरलीकरण
smolder,0.0,-0.9,सुलगना
taunts,0.0,-0.9,ताने
absent-minded,0.0,-0.9,अनुपस्थित विचार वाले
unyielding,0.0,-0.9,अड़ जाना
vindictive,0.0,-0.9,प्रतिशोधी
galls,0.0,-0.9,मुर्गों
swamped,0.0,-0.9,सैलाब
anti-white,0.0,-0.9,विरोधी सफेद
bullying,0.0,-0.9,बदमाशी
toughness,0.0,-0.9,बेरहमी
disapproval,0.0,-0.9,अस्वीकृति
anarchism,0.0,-0.9,अराजकतावाद
suffer,0.0,-0.9,भुगतना
anxiousness,0.0,-0.9,चिंता
busts,0.0,-0.9,प्रतिमाएं
cruel,0.0,-0.9,निर्दयी
provocative,0.0,-0.9,उत्तेजक
pity,0.0,-0.9,दया
fanatical,0.0,-0.9,कट्टर
irrecoverableness,0.0,-0.9,irrecoverableness
aspersion,0.0,-0.9,कलंक
lorn,0.0,-0.9,उजाड़
squeaks,0.0,-0.9,squeaks
scorn,0.0,-0.9,घिन आना
streaky,0.0,-0.9,अस्थिर
crumbling,0.0,-0.9,ढहती
pickets,0.0,-0.9,चौकियां
strut,0.0,-0.9,अकड़
heck,0.0,-0.9,बिल्ली
far-fetched,0.0,-0.9,क्लिष्ट
scapegoat,0.0,-0.9,बलि का बकरा
disoriented,0.0,-0.9,गुमराह
pratfall,0.0,-0.9,pratfall
scornful,0.0,-0.9,तिरस्कारपूर्ण
degenerately,0.0,-0.9,degenerately
appalled,0.0,-0.9,चकित
insultingly,0.0,-0.9,insultingly
graft,0.0,-0.9,घूस
hangs,0.0,-0.9,रुक जाता है
scramble,0.0,-0.9,संघर्ष
untimely,0.0,-0.9,असामयिक
bewitch,0.0,-0.9,मोहित करना
dead,0.0,-0.9,मृत
cheated,0.0,-0.9,धोखा दिया
debilitating,0.0,-0.9,दुर्बल
faze,0.0,-0.9,चरण
freeze,0.0,-0.9,फ्रीज
anxious,0.0,-0.9,चिंतित
unscrupulously,0.0,-0.9,unscrupulously
disappointingly,0.0,-0.9,निराश
vileness,0.0,-0.9,निकम्मापन
harasses,0.0,-0.9,उत्पीड़ित
askance,0.0,-0.9,कनखियों से
disapointing,0.0,-0.9,disapointing
wretchedness,0.0,-0.9,wretchedness
intrusive,0.0,-0.9,दखल
forfeit,0.0,-0.9,ने खो दिया
snobby,0.0,-0.9,snobby
heresy,0.0,-0.9,विधर्म
insolvent,0.0,-0.9,दिवालिया
recessionary,0.0,-0.9,मंदी
disadvantages,0.0,-0.9,नुकसान
debauch,0.0,-0.9,नाश करना
smallish,0.0,-0.9,छोटा सा
crazy,0.0,-0.9,पागल
deprive,0.0,-0.9,वंचित
irredeemable,0.0,-0.9,अपूरणीय
treason,0.0,-0.9,राज-द्रोह
sinful,0.0,-0.9,पापी
subordinate,0.0,-0.9,मातहत
crippling,0.0,-0.9,गंभीर
indolent,0.0,-0.9,अकर्मण्य
stresses,0.0,-0.9,तनाव
undercutting,0.0,-0.9,कीमतें गिरा
predatory,0.0,-0.9,हिंसक
lying,0.0,-0.9,झूठ बोलना
disillusions,0.0,-0.9,disillusions
savaged,0.0,-0.9,क्षत
wasteful,0.0,-0.9,अपव्ययी
unavailable,0.0,-0.9,अनुपलब्ध
pessimistic,0.0,-0.9,निराशावादी
unkindly,0.0,-0.9,unkindly
volatility,0.0,-0.9,अस्थिरता
heckles,0.0,-0.9,heckles
abysmal,0.0,-0.9,मात्र
posturing,0.0,-0.9,तेवर
damned,0.0,-0.9,शापित
tortured,0.0,-0.9,अत्याचार
dizzing,0.0,-0.9,dizzing
defamations,0.0,-0.9,defamations
intefere,0.0,-0.9,intefere
hypocritically,0.0,-0.9,बहानेबाजी
disparagingly,0.0,-0.9,उपेक्षाजनक
shimmy,0.0,-0.9,एक प्रकार का नृत्य
averse,0.0,-0.9,प्रतिकूल
discourage,0.0,-0.9,हतोत्साहित करना
indecisive,0.0,-0.9,दुविधा में पड़ा हुआ
insensitive,0.0,-0.9,सुन्न
prejudice,0.0,-0.9,पक्षपात
pitilessly,0.0,-0.9,निर्दयता से
betrayer,0.0,-0.9,प्रकट करनेवाला
insinuating,0.0,-0.9,इशारा
inadequately,0.0,-0.9,अपर्याप्त
craven,0.0,-0.9,डरपोक
rumours,0.0,-0.9,अफवाहों
strain,0.0,-0.9,तनाव
killed,0.0,-0.9,मारे गए
calumnies,0.0,-0.9,calumnies
uninformed,0.0,-0.9,बेख़बर
confuse,0.0,-0.9,भ्रमित
bothered,0.0,-0.9,परेशान
burns,0.0,-0.9,जलता है
deviate,0.0,-0.9,विचलित
displease,0.0,-0.9,नाराज़ करना
hideous,0.0,-0.9,भयंकर
recourses,0.0,-0.9,संसाधन
stutters,0.0,-0.9,stutters
lewd,0.0,-0.9,अशिष्ट
hegemony,0.0,-0.9,नायकत्व
defamation,0.0,-0.9,मानहानि
befoul,0.0,-0.9,गंदा करना
desperate,0.0,-0.9,बेकरार
unease,0.0,-0.9,असहजता
lackeys,0.0,-0.9,lackeys
intimidation,0.0,-0.9,धमकी
dungeon,0.0,-0.9,कालकोठरी
raped,0.0,-0.9,बलात्कार
lapse,0.0,-0.9,बच्चा
bigotries,0.0,-0.9,bigotries
unwatchable,0.0,-0.9,unwatchable
jaded,0.0,-0.9,क्लांत
maniacal,0.0,-0.9,maniacal
unbearable,0.0,-0.9,असहनीय
fleed,0.0,-0.9,fleed
panicked,0.0,-0.9,भगदड़ मच
inconsistent,0.0,-0.9,असंगत
invidious,0.0,-0.9,अपमानजनक
unintelligile,0.0,-0.9,unintelligile
unproved,0.0,-0.9,unproved
scathing,0.0,-0.9,तीखा
hazardous,0.0,-0.9,खतरनाक
hostage,0.0,-0.9,बंधक
inequities,0.0,-0.9,अन्याय
insincere,0.0,-0.9,निष्ठाहीन
bane,0.0,-0.9,फटकार
obscured,0.0,-0.9,अस्पष्ट
degeneration,0.0,-0.9,अध: पतन
shamefully,0.0,-0.9,शर्मनाक तरीके से
suppression,0.0,-0.9,दमन
wrangle,0.0,-0.9,लड़ाई
fleeting,0.0,-0.9,क्षणभंगुर
degradation,0.0,-0.9,पतन
asunder,0.0,-0.9,अलग-अलग
pandering,0.0,-0.9,pandering
conceded,0.0,-0.9,स्वीकार किया
disagreeing,0.0,-0.9,असहमति
condemned,0.0,-0.9,की निंदा की
fried,0.0,-0.9,तला हुआ
hoax,0.0,-0.9,छल
gape,0.0,-0.9,जंभाई
tricked,0.0,-0.9,बरगलाया
poison,0.0,-0.9,ज़हर
slowest,0.0,-0.9,धीमी
fraud,0.0,-0.9,धोखा
ulterior,0.0,-0.9,आगामी
devastated,0.0,-0.9,तहस-नहस
moody,0.0,-0.9,उदासीन
prickle,0.0,-0.9,साही का काँटा
villianously,0.0,-0.9,villianously
woefully,0.0,-0.9,बुरी तरह
interferes,0.0,-0.9,हस्तक्षेप
malodorous,0.0,-0.9,बदबूदार
unsatisfactory,0.0,-0.9,असंतोषजनक
untenable,0.0,-0.9,"अस्थिर, असमर्थनीय"
