Term,PosScore,NegScore,Urdu
motley,0.0,-0.9,موٹلی
carp,0.0,-0.9,کارپ
estranged,0.0,-0.9,اجنبی
bumping,0.0,-0.9,ٹکرانا
fussy,0.0,-0.9,ہلچل
irksomeness,0.0,-0.9,عجیب پن
puny,0.0,-0.9,پنی
dripped,0.0,-0.9,ٹپکا
imperious,0.0,-0.9,بے چین
confused,0.0,-0.9,الجھن میں
discomfort,0.0,-0.9,بے آرامی
jealous,0.0,-0.9,حسد
neurotically,0.0,-0.9,اعصابی طور پر
guilty,0.0,-0.9,مجرم
flagging,0.0,-0.9,پرچم لگانا
refusal,0.0,-0.9,انکار
litigious,0.0,-0.9,قانونی چارہ جوئی
scuff,0.0,-0.9,جھگڑا
tragedy,0.0,-0.9,سانحہ
ailing,0.0,-0.9,بیمار
secretive,0.0,-0.9,خفیہ
cocky,0.0,-0.9,مرغی
primitive,0.0,-0.9,آدم
effigy,0.0,-0.9,مقتول
fatcat,0.0,-0.9,موٹی بلی
paupers,0.0,-0.9,paupers
bullies,0.0,-0.9,غنڈہ گردی
vanity,0.0,-0.9,باطل
stooge,0.0,-0.9,کٹھ پتلی
inhospitable,0.0,-0.9,غیر مہذب
tragically,0.0,-0.9,افسوسناک طور پر
troublesome,0.0,-0.9,مصیبت
outcry,0.0,-0.9,چللاہٹ
displeasing,0.0,-0.9,ناگوار
degradingly,0.0,-0.9,ہراس سے
scrambles,0.0,-0.9,گھوٹالے ہوئے
impatiently,0.0,-0.9,بے صبری سے
maddeningly,0.0,-0.9,پاگل پن
unpleasant,0.0,-0.9,ناخوشگوار
craze,0.0,-0.9,سنک
devastatingly,0.0,-0.9,تباہ کن
unwanted,0.0,-0.9,ناپسندیدہ
provoke,0.0,-0.9,مشتعل کرنا
impolitely,0.0,-0.9,نامحرم
sneaky,0.0,-0.9,ڈرپوک
unsupported,0.0,-0.9,غیر تعاون یافتہ
languish,0.0,-0.9,کمزور ہو جانا
swindle,0.0,-0.9,گھومنا
resentment,0.0,-0.9,ناراضگی
dust,0.0,-0.9,دھول
bloodshed,0.0,-0.9,خونریزی
shirk,0.0,-0.9,شرک
perplexity,0.0,-0.9,اضطراب
impiety,0.0,-0.9,نحوست
aggressor,0.0,-0.9,حملہ آور
forbidding,0.0,-0.9,منع کرنا
demean,0.0,-0.9,ڈیمین
inconsequential,0.0,-0.9,غیر ضروری
disliked,0.0,-0.9,ناپسند
heretical,0.0,-0.9,نظریاتی
tetchily,0.0,-0.9,tetchily
steep,0.0,-0.9,کھڑی
unbelievable,0.0,-0.9,ناقابل یقین
chill,0.0,-0.9,ٹھنڈا
unfulfilled,0.0,-0.9,ادھورا
oversimplify,0.0,-0.9,اوور سادہ کریں
accost,0.0,-0.9,accost
ambivalent,0.0,-0.9,محرک
damn,0.0,-0.9,لات
forgetful,0.0,-0.9,فراموش
undermine,0.0,-0.9,کمزور کرنا
meltdown,0.0,-0.9,پگھار
mobster,0.0,-0.9,متحرک
overheat,0.0,-0.9,زیادہ گرمی
undermined,0.0,-0.9,مجروح
loophole,0.0,-0.9,چھلنی
plunder,0.0,-0.9,لوٹ مار
screwy,0.0,-0.9,پیچیدہ
fustigate,0.0,-0.9,fustigate
muddy,0.0,-0.9,کیچڑ
deficiency,0.0,-0.9,کمی
mulish,0.0,-0.9,mulish
coupists,0.0,-0.9,حملہ آور
subvert,0.0,-0.9,سبٹ
plagiarize,0.0,-0.9,سرقہ کرنا
impair,0.0,-0.9,خرابی
jutters,0.0,-0.9,جٹر
sufferers,0.0,-0.9,شکار
deadweight,0.0,-0.9,ڈیڈ ویٹ
filth,0.0,-0.9,گندگی
unraveled,0.0,-0.9,unraveled
flee,0.0,-0.9,بھاگنا
rude,0.0,-0.9,بدتمیز
dissolution,0.0,-0.9,تحلیل
patronize,0.0,-0.9,سرپرستی کرنا
manipulative,0.0,-0.9,جوڑ توڑ
peculiarly,0.0,-0.9,خاص طور پر
dark,0.0,-0.9,سیاہ
notoriety,0.0,-0.9,بدنامی
bewilderingly,0.0,-0.9,حیرت سے
hardball,0.0,-0.9,ہارڈ بال
pompous,0.0,-0.9,pompous
spew,0.0,-0.9,جڑنا
motionless,0.0,-0.9,بے حرکت
negatives,0.0,-0.9,منفی
stifling,0.0,-0.9,دباؤ ڈال رہا ہے
addicts,0.0,-0.9,عادی
cramp,0.0,-0.9,درد
lone,0.0,-0.9,تنہا
unsecure,0.0,-0.9,غیر محفوظ
disingenuous,0.0,-0.9,پیچیدہ
chafe,0.0,-0.9,چاپلوسی
fabrication,0.0,-0.9,مینوفیکچرنگ
died,0.0,-0.9,مر گیا
frustration,0.0,-0.9,مایوسی
disillusionment,0.0,-0.9,موہوم ہونا
long-winded,0.0,-0.9,طویل اندازہ لگانے
smudging,0.0,-0.9,smudging
burdensomely,0.0,-0.9,بوجھ سے
bumps,0.0,-0.9,ٹکراؤ
arduously,0.0,-0.9,مشکل سے
fatalistically,0.0,-0.9,مہلک طور پر
militancy,0.0,-0.9,عسکریت پسندی
noxious,0.0,-0.9,مضحکہ خیز
sulk,0.0,-0.9,sulk
superfluous,0.0,-0.9,ضرورت سے زیادہ
complicit,0.0,-0.9,پیچیدہ
choleric,0.0,-0.9,choleric
sunk,0.0,-0.9,ڈوب گیا
skepticism,0.0,-0.9,شکوک و شبہات
unreachable,0.0,-0.9,ناقابل رسائ
commiserate,0.0,-0.9,شروع کرنا
deprived,0.0,-0.9,محروم
traitorously,0.0,-0.9,غدار
zombie,0.0,-0.9,زومبی
harried,0.0,-0.9,ہریڈ
outbreak,0.0,-0.9,پھیلاؤ
inteferes,0.0,-0.9,مداخلت
emphatic,0.0,-0.9,زور دینے والا
incense,0.0,-0.9,بخور
hated,0.0,-0.9,نفرت
overrated,0.0,-0.9,overrated
irate,0.0,-0.9,چڑچڑا ہونا
hinder,0.0,-0.9,رکاوٹ
gasp,0.0,-0.9,ہانپنا
excruciatingly,0.0,-0.9,حیرت انگیز طور پر
snarl,0.0,-0.9,سنیک
freezing,0.0,-0.9,منجمد
wrath,0.0,-0.9,غصہ
farcical,0.0,-0.9,farcical
ineptitude,0.0,-0.9,بے عیب
ferocity,0.0,-0.9,سرکشی
underpowered,0.0,-0.9,زیر طاقت
improbable,0.0,-0.9,ناممکن
fearfully,0.0,-0.9,خوف سے
agonizing,0.0,-0.9,تکلیف دہ
puppets,0.0,-0.9,کٹھ پتلی
noises,0.0,-0.9,شور
refuses,0.0,-0.9,انکار
remorse,0.0,-0.9,پچھتاوا
addicted,0.0,-0.9,عادی
defects,0.0,-0.9,نقائص
lethargy,0.0,-0.9,سستی
combust,0.0,-0.9,کنگسٹ
annoyed,0.0,-0.9,ناراض
disdained,0.0,-0.9,ناگوار
skittishly,0.0,-0.9,اسکیٹیشلشلی
dissappointing,0.0,-0.9,مایوس کن
sugar-coated,0.0,-0.9,شوگر لیپت
dragged,0.0,-0.9,گھسیٹا گیا
mashed,0.0,-0.9,میشڈ
falls,0.0,-0.9,آبشار
depraved,0.0,-0.9,فرسودہ
darken,0.0,-0.9,سیاہ
ruins,0.0,-0.9,کھنڈرات
stiffness,0.0,-0.9,سختی
two-faces,0.0,-0.9,دو چہرے
sloooow,0.0,-0.9,سلوو
direness,0.0,-0.9,ہیں
inconsistence,0.0,-0.9,بدعنوانی
wily,0.0,-0.9,چالاک
abyss,0.0,-0.9,اتاہ کنڈ
burn,0.0,-0.9,جلانا
blabber,0.0,-0.9,بلبر
tediously,0.0,-0.9,تکلیف سے
hostile,0.0,-0.9,دشمنی
oblique,0.0,-0.9,ترچھا
intractable,0.0,-0.9,ناقابل تلافی
despicably,0.0,-0.9,حقیر
fanatics,0.0,-0.9,جنونی
fury,0.0,-0.9,غصہ
imperfections,0.0,-0.9,نامکملیاں
draconic,0.0,-0.9,draconic
kook,0.0,-0.9,ابالنا
instable,0.0,-0.9,غیر مستحکم
carnage,0.0,-0.9,قتل عام
squeals,0.0,-0.9,squeals
reproach,0.0,-0.9,ملامت کرنا
rut,0.0,-0.9,rut
taut,0.0,-0.9,ٹاٹ
reckless,0.0,-0.9,لاپرواہی
antagonistic,0.0,-0.9,مخالف
burden,0.0,-0.9,بوجھ
inextricable,0.0,-0.9,غیر متناسب
obtrusive,0.0,-0.9,مکروہ
poisonous,0.0,-0.9,زہریلا
incommensurate,0.0,-0.9,نامکمل
intolerablely,0.0,-0.9,ناقابل برداشت
infringement,0.0,-0.9,خلاف ورزی
brazenness,0.0,-0.9,ڈھٹائی
dangerous,0.0,-0.9,خطرناک
niggle,0.0,-0.9,نگلنا
dissatisfaction,0.0,-0.9,عدم اطمینان
spendy,0.0,-0.9,خرچ کرنا
gimmicks,0.0,-0.9,چالیں
deterioration,0.0,-0.9,بگاڑ
touted,0.0,-0.9,دلیل دی
rigidness,0.0,-0.9,سختی
gritty,0.0,-0.9,حوصلہ افزائی
acridness,0.0,-0.9,تیزابیت
peculiar,0.0,-0.9,عجیب
beggarly,0.0,-0.9,بھکاری
insufficiency,0.0,-0.9,کمی
admonisher,0.0,-0.9,نصیحت کرنے والا
panders,0.0,-0.9,panders
deviousness,0.0,-0.9,بدکاری
squabbling,0.0,-0.9,چھڑکنا
misaligned,0.0,-0.9,غلط
misread,0.0,-0.9,غلط پڑھنا
wreaked,0.0,-0.9,برباد
admonishingly,0.0,-0.9,نصیحت کے ساتھ
worn,0.0,-0.9,پہنا ہوا
gibber,0.0,-0.9,گبر
arrogance,0.0,-0.9,تکبر
jealousy,0.0,-0.9,حسد
mocking,0.0,-0.9,طنز کرنا
uproarious,0.0,-0.9,ہنگامہ خیز
joker,0.0,-0.9,جوکر
back-logged,0.0,-0.9,بیک لاگ
meaningless,0.0,-0.9,بے معنی
denunciations,0.0,-0.9,مذمت
insubstantial,0.0,-0.9,غیر ضروری
lawbreaker,0.0,-0.9,قانون توڑنے والا
offender,0.0,-0.9,مجرم
oversimplification,0.0,-0.9,اوور سادہ کاری
smolder,0.0,-0.9,دھواں مارنے والا
taunts,0.0,-0.9,طنزیں
absent-minded,0.0,-0.9,غیر حاضر دماغی
unyielding,0.0,-0.9,unyielding
vindictive,0.0,-0.9,vindictive
galls,0.0,-0.9,مرغیاں
swamped,0.0,-0.9,دلدل
anti-white,0.0,-0.9,اینٹی وائٹ
bullying,0.0,-0.9,غنڈہ گردی
toughness,0.0,-0.9,جفاکشی
disapproval,0.0,-0.9,نامنظور
anarchism,0.0,-0.9,انتشار پسندی
suffer,0.0,-0.9,تکلیف
anxiousness,0.0,-0.9,بےچینی
busts,0.0,-0.9,بسیاں
cruel,0.0,-0.9,ظالمانہ
provocative,0.0,-0.9,اشتعال انگیز
pity,0.0,-0.9,افسوس
fanatical,0.0,-0.9,جنونی
irrecoverableness,0.0,-0.9,ناقابل تلافی
aspersion,0.0,-0.9,دعوی کرنا
lorn,0.0,-0.9,لارن
squeaks,0.0,-0.9,نچوڑنا
scorn,0.0,-0.9,طعنہ زنی
streaky,0.0,-0.9,اسٹریکی
crumbling,0.0,-0.9,ٹوٹ پھوٹ
pickets,0.0,-0.9,پیکٹ
strut,0.0,-0.9,سخت
heck,0.0,-0.9,ہیک
far-fetched,0.0,-0.9,دور دراز
scapegoat,0.0,-0.9,قربانی کا بکرا
disoriented,0.0,-0.9,بے چین
pratfall,0.0,-0.9,pratfall
scornful,0.0,-0.9,طعنہ زنی
degenerately,0.0,-0.9,degenerately
appalled,0.0,-0.9,حیرت زدہ
insultingly,0.0,-0.9,توہین آمیز
graft,0.0,-0.9,گرافٹ
hangs,0.0,-0.9,لٹکا ہوا ہے
scramble,0.0,-0.9,جدوجہد
untimely,0.0,-0.9,بے وقت
bewitch,0.0,-0.9,جادو
dead,0.0,-0.9,مردہ
cheated,0.0,-0.9,دھوکہ دیا
debilitating,0.0,-0.9,کمزور کرنا
faze,0.0,-0.9,مرحلہ
freeze,0.0,-0.9,منجمد
anxious,0.0,-0.9,فکر مند
unscrupulously,0.0,-0.9,بےاختیار
disappointingly,0.0,-0.9,مایوسی سے
vileness,0.0,-0.9,نیچ
harasses,0.0,-0.9,پریشانیاں
askance,0.0,-0.9,طلب
disapointing,0.0,-0.9,disapointing
wretchedness,0.0,-0.9,بدبختی
intrusive,0.0,-0.9,دخل اندازی کرنا
forfeit,0.0,-0.9,ضبط
snobby,0.0,-0.9,سنوبی
heresy,0.0,-0.9,بدعت
insolvent,0.0,-0.9,دیوالی
recessionary,0.0,-0.9,کساد بازاری
disadvantages,0.0,-0.9,نقصانات
debauch,0.0,-0.9,ڈیبچ
smallish,0.0,-0.9,چھوٹا
crazy,0.0,-0.9,پاگل
deprive,0.0,-0.9,محروم کرنا
irredeemable,0.0,-0.9,ناقابل تلافی
treason,0.0,-0.9,غداری
sinful,0.0,-0.9,گنہگار
subordinate,0.0,-0.9,ماتحت
crippling,0.0,-0.9,اپاہج
indolent,0.0,-0.9,بدتمیز
stresses,0.0,-0.9,دباؤ
undercutting,0.0,-0.9,undercutting
predatory,0.0,-0.9,شکاری
lying,0.0,-0.9,جھوٹ بولنا
disillusions,0.0,-0.9,بد نظمی
savaged,0.0,-0.9,وحشی
wasteful,0.0,-0.9,بیکار
unavailable,0.0,-0.9,دستیاب نہیں
pessimistic,0.0,-0.9,مایوسی
unkindly,0.0,-0.9,بے رحمی سے
volatility,0.0,-0.9,اتار چڑھاؤ
heckles,0.0,-0.9,ہیکلس
abysmal,0.0,-0.9,غیر معمولی
posturing,0.0,-0.9,کرنسی
damned,0.0,-0.9,لاتعلق
tortured,0.0,-0.9,اذیت دی
dizzing,0.0,-0.9,چکنا
defamations,0.0,-0.9,ہتک عزت
intefere,0.0,-0.9,مداخلت کرنا
hypocritically,0.0,-0.9,منافقت سے
disparagingly,0.0,-0.9,ناراضگی سے
shimmy,0.0,-0.9,شرمیلا
averse,0.0,-0.9,نفرت
discourage,0.0,-0.9,حوصلہ شکنی
indecisive,0.0,-0.9,بے نیاز
insensitive,0.0,-0.9,بے حس
prejudice,0.0,-0.9,تعصب
pitilessly,0.0,-0.9,نرمی سے
betrayer,0.0,-0.9,دھوکہ دہی کرنے والا
insinuating,0.0,-0.9,insinuating
inadequately,0.0,-0.9,ناکافی طور پر
craven,0.0,-0.9,ترغیب
rumours,0.0,-0.9,افواہوں
strain,0.0,-0.9,دباؤ
killed,0.0,-0.9,ہلاک
calumnies,0.0,-0.9,کالمیاں
uninformed,0.0,-0.9,بے خبر
confuse,0.0,-0.9,الجھن
bothered,0.0,-0.9,پریشان
burns,0.0,-0.9,جلتا ہے
deviate,0.0,-0.9,انحراف
displease,0.0,-0.9,ناراضگی
hideous,0.0,-0.9,نفرت انگیز
recourses,0.0,-0.9,recourses
stutters,0.0,-0.9,ہنگامے
lewd,0.0,-0.9,فحش
hegemony,0.0,-0.9,تسلط
defamation,0.0,-0.9,بدنامی
befoul,0.0,-0.9,befoul
desperate,0.0,-0.9,بیتاب
unease,0.0,-0.9,بے چین
lackeys,0.0,-0.9,لکیوں
intimidation,0.0,-0.9,دھمکی
dungeon,0.0,-0.9,تہھانے
raped,0.0,-0.9,عصمت دری
lapse,0.0,-0.9,ایک بچے
bigotries,0.0,-0.9,متعصبین
unwatchable,0.0,-0.9,ناقابل تلافی
jaded,0.0,-0.9,جیڈ
maniacal,0.0,-0.9,پاگل
unbearable,0.0,-0.9,ناقابل برداشت
fleed,0.0,-0.9,اڑ گئے
panicked,0.0,-0.9,گھبرا گیا
inconsistent,0.0,-0.9,متضاد
invidious,0.0,-0.9,ناگوار
unintelligile,0.0,-0.9,بلکل
unproved,0.0,-0.9,غیر ثابت شدہ
scathing,0.0,-0.9,خوفناک
hazardous,0.0,-0.9,مؤثر
hostage,0.0,-0.9,یرغمال
inequities,0.0,-0.9,عدم مساوات
insincere,0.0,-0.9,insincere
bane,0.0,-0.9,غلاظت
obscured,0.0,-0.9,غیر واضح
degeneration,0.0,-0.9,انحطاط
shamefully,0.0,-0.9,شرم سے
suppression,0.0,-0.9,دبانے
wrangle,0.0,-0.9,جنگ کرنا
fleeting,0.0,-0.9,بیڑے
degradation,0.0,-0.9,تنزلی
asunder,0.0,-0.9,کے علاوہ
pandering,0.0,-0.9,گھومنا
conceded,0.0,-0.9,تسلیم شدہ
disagreeing,0.0,-0.9,متفق نہیں
condemned,0.0,-0.9,مذمت کی
fried,0.0,-0.9,تلی ہوئی
hoax,0.0,-0.9,چکما
gape,0.0,-0.9,گیپ
tricked,0.0,-0.9,دھوکہ دہی
poison,0.0,-0.9,زہر
slowest,0.0,-0.9,سب سے آہستہ
fraud,0.0,-0.9,دھوکہ
ulterior,0.0,-0.9,اس کے بعد
devastated,0.0,-0.9,تباہی ہوئی
moody,0.0,-0.9,موڈی
prickle,0.0,-0.9,کانٹے دار
villianously,0.0,-0.9,villianously
woefully,0.0,-0.9,افسوس ہے
interferes,0.0,-0.9,مداخلت
malodorous,0.0,-0.9,بدنما
unsatisfactory,0.0,-0.9,عدم اطمینان بخش
untenable,0.0,-0.9,untenable
unfriendly,0.0,-0.9,غیر دوستانہ
ripped,0.0,-0.9,پھٹا ہوا
frighteningly,0.0,-0.9,خوفزدہ
lamentable,0.0,-0.9,قابل افسوس
tormented,0.0,-0.9,عذاب
tortuous,0.0,-0.9,اڑانے والا
irritating,0.0,-0.9,پریشان کن
chatter,0.0,-0.9,چہچہانا
bruise,0.0,-0.9,چوٹ
paucity,0.0,-0.9,کمی
