Term,PosScore,NegScore,Bangla
hypocricy,0.0,-0.9,hypocricy
infection,0.0,-0.9,সংক্রমণ
shrug,0.0,-0.9,ঝিঁকা দেত্তয়া
dangerousness,0.0,-0.9,dangerousness
traped,0.0,-0.9,traped
temper,0.0,-0.9,মেজাজ
soreness,0.0,-0.9,বেদনা
wrest,0.0,-0.9,ছিনান
impractical,0.0,-0.9,অকার্যকর
punk,0.0,-0.9,বাজে
damaged,0.0,-0.9,ক্ষতিগ্রস্ত
deject,0.0,-0.9,নৈরাশা
immaterial,0.0,-0.9,অশরীরী
imperfectly,0.0,-0.9,অল্পজ্ঞন
inappropriately,0.0,-0.9,অযথাযথভাবে
lewdly,0.0,-0.9,lewdly
impossible,0.0,-0.9,অসম্ভব
deny,0.0,-0.9,অস্বীকার করা
helplessly,0.0,-0.9,অসহায়ভাবে
indifference,0.0,-0.9,অযত্ন
disgraced,0.0,-0.9,অপমানিত
melancholy,0.0,-0.9,মনমরা
insignificance,0.0,-0.9,তুচ্ছতা
retardedness,0.0,-0.9,retardedness
discountenance,0.0,-0.9,সমর্থন না করা
unspecified,0.0,-0.9,অসূচিত
diatribe,0.0,-0.9,সুদীর্ঘ বিতর্ক
hideously,0.0,-0.9,নৃশংসভবে
flake,0.0,-0.9,স্ফুলিঙ্গ
pig,0.0,-0.9,শূকর
last-ditch,0.0,-0.9,শেষ খাদে
repulse,0.0,-0.9,বিতাড়ন
conflicted,0.0,-0.9,বিরোধ
ruthlessness,0.0,-0.9,নির্মমতার
obscure,0.0,-0.9,অস্পষ্ট
capriciousness,0.0,-0.9,capriciousness
grumpier,0.0,-0.9,grumpier
mournfully,0.0,-0.9,শোকার্তভাবে
poorer,0.0,-0.9,দরিদ্র
unqualified,0.0,-0.9,অযোগ্য
overact,0.0,-0.9,অতিরিক্তভাবে অভিনয় করা
subversive,0.0,-0.9,বিধ্বংসী
ineptly,0.0,-0.9,ineptly
stain,0.0,-0.9,দাগ
assassin,0.0,-0.9,গুপ্তঘাতক
corrosions,0.0,-0.9,corrosions
fanciful,0.0,-0.9,কল্পনাপ্রসূত
heartbreakingly,0.0,-0.9,heartbreakingly
outrages,0.0,-0.9,outrages
plight,0.0,-0.9,অঙ্গীকার
extremists,0.0,-0.9,চরমপন্থীরা
maledict,0.0,-0.9,maledict
shrilly,0.0,-0.9,shrilly
interrupt,0.0,-0.9,বিঘ্ন
exaggerate,0.0,-0.9,অতিরঞ্জিত করা
inevitably,0.0,-0.9,অবশ্যম্ভাবীরূপে
challenging,0.0,-0.9,চ্যালেঞ্জ
infiltrators,0.0,-0.9,অনুপ্রবেশকারীরা
harsh,0.0,-0.9,কঠোর
dire,0.0,-0.9,বলে
plebeian,0.0,-0.9,প্রাকৃত
pan,0.0,-0.9,চাটু
scams,0.0,-0.9,সেইসব স্ক্যাম থেকে কীভাবে
jealousness,0.0,-0.9,jealousness
arrogantly,0.0,-0.9,অহংকারী
stupidest,0.0,-0.9,ফালতু
disapproving,0.0,-0.9,অনভিলাষী
scrap,0.0,-0.9,স্ক্র্যাপ
demolish,0.0,-0.9,ধ্বংস করা
swelled,0.0,-0.9,ফাঁপা
rejects,0.0,-0.9,প্রত্যাখ্যান
irksomely,0.0,-0.9,irksomely
neglected,0.0,-0.9,অবহেলিত
hideousness,0.0,-0.9,hideousness
leery,0.0,-0.9,ধূর্ত
uncooperative,0.0,-0.9,অসহযোগী
blame,0.0,-0.9,দোষ
impermissible,0.0,-0.9,নিষিদ্ধ
mortifying,0.0,-0.9,বিরক্তিকর
bereave,0.0,-0.9,বিচ্ছিন্ন করা
strangely,0.0,-0.9,আশ্চর্যজনক ভাবে
blunder,0.0,-0.9,সাঙ্ঘাতিক ভুল
struggled,0.0,-0.9,লড়াই
alienated,0.0,-0.9,বিচ্ছিন্ন
frenzied,0.0,-0.9,প্রমত্ত
absurdity,0.0,-0.9,অর্থহীনতা
unspeakable,0.0,-0.9,অনির্বচনীয়
beguile,0.0,-0.9,আমোদিত করা
delude,0.0,-0.9,হতাশ
violators,0.0,-0.9,লঙ্ঘনকারী
vibrating,0.0,-0.9,স্পন্দিত
baffle,0.0,-0.9,কিংকর্তব্যবিমূঢ় করা
bowdlerize,0.0,-0.9,কোনো বইয়ের অশ্লীল অংশ বাদ দেওয়া
turmoil,0.0,-0.9,অশান্তি
utterly,0.0,-0.9,একদম
shimmer,0.0,-0.9,চকমক
frenetically,0.0,-0.9,frenetically
fail,0.0,-0.9,Fail
messes,0.0,-0.9,messes
undersized,0.0,-0.9,খর্বাকৃতির
fanaticism,0.0,-0.9,ধর্মান্ধতা
disarray,0.0,-0.9,ছত্রভঙ্গ
scold,0.0,-0.9,তিরস্কার করা
madness,0.0,-0.9,উন্মাদ
shake,0.0,-0.9,ঝাঁকি
discrepant,0.0,-0.9,বিরোধী
disses,0.0,-0.9,তাদের
dubiously,0.0,-0.9,dubiously
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,মিথ্যা বর্ণনা
nauseating,0.0,-0.9,বমনোদ্রেককর
wrinkled,0.0,-0.9,কুঞ্চিত
punch,0.0,-0.9,মুষ্ট্যাঘাত
brood,0.0,-0.9,রুটি
cringes,0.0,-0.9,ঘৃনা করেন
grudgingly,0.0,-0.9,অনিচ্ছায়
danger,0.0,-0.9,ঝুঁকি
exhaust,0.0,-0.9,এক্সস্ট
raping,0.0,-0.9,ধর্ষণ
scandels,0.0,-0.9,Scandel
brash,0.0,-0.9,ঢেকুর
slumping,0.0,-0.9,slumping
loser,0.0,-0.9,অভাগা
glitches,0.0,-0.9,এবং glitches
appalling,0.0,-0.9,আতঙ্কজনক
conspire,0.0,-0.9,চক্রান্ত
heartbreaking,0.0,-0.9,প্রাণঘাতী
besiege,0.0,-0.9,নিরোধ করা
blah,0.0,-0.9,বাজে কথা
bad,0.0,-0.9,খারাপ
blatant,0.0,-0.9,স্থূল
mendacious,0.0,-0.9,মিথ্যাবাদী
submissive,0.0,-0.9,বিনয়ী
disgraceful,0.0,-0.9,মর্যাদাহানিকর
unprofitable,0.0,-0.9,লাভহীন
shady,0.0,-0.9,ছায়াময়
refutes,0.0,-0.9,খণ্ডন
polution,0.0,-0.9,polution
stump,0.0,-0.9,কুঁদা
enraged,0.0,-0.9,ক্রুদ্ধ
crazily,0.0,-0.9,পাগলের মতো
over-priced,0.0,-0.9,বেশি দাম
unreadable,0.0,-0.9,অপাঠ্য
satirical,0.0,-0.9,বিদ্রুপাত্মক
spiteful,0.0,-0.9,হিংসক
radicalization,0.0,-0.9,মৌলবাদের
brittle,0.0,-0.9,ভঙ্গুর
peril,0.0,-0.9,ফের
gainsayer,0.0,-0.9,gainsayer
pout,0.0,-0.9,বিরক্তিভাব
illusory,0.0,-0.9,মায়াময়
haunting,0.0,-0.9,গা ছমছমে
terror-genic,0.0,-0.9,সন্ত্রাসী-genic
weep,0.0,-0.9,ফোঁপাতে
downhill,0.0,-0.9,উতরাই
whine,0.0,-0.9,ঘেনঘেন
dislike,0.0,-0.9,অপছন্দ
wicked,0.0,-0.9,দুর্নীতিপরায়ণ
extort,0.0,-0.9,বলপ্রয়োগ আদায় করা
smoulder,0.0,-0.9,ধূমায়িত
darker,0.0,-0.9,গাঢ়
fume,0.0,-0.9,ধূম্র
avalanche,0.0,-0.9,ধ্বস
break-up,0.0,-0.9,বিচ্ছিন্ন
hate,0.0,-0.9,ঘৃণা
capricious,0.0,-0.9,খামখেয়ালী
jutter,0.0,-0.9,jutter
immoderately,0.0,-0.9,immoderately
semi-retarded,0.0,-0.9,আধা প্রতিবন্ধী
cracks,0.0,-0.9,ফাটল
criticizing,0.0,-0.9,সমালোচনা
disgustfully,0.0,-0.9,disgustfully
dumping,0.0,-0.9,ডাম্পিং
mispronounced,0.0,-0.9,mispronounced
scorchingly,0.0,-0.9,scorchingly
kaput,0.0,-0.9,গেট
detraction,0.0,-0.9,হরণ
derisively,0.0,-0.9,derisively
condemnation,0.0,-0.9,নিন্দা
funnily,0.0,-0.9,অদ্ভুতভাবে
sass,0.0,-0.9,Sass
opponent,0.0,-0.9,প্রতিদ্বন্দ্বী
dungeons,0.0,-0.9,"dungeons,"
scolded,0.0,-0.9,তাড়িত
commotions,0.0,-0.9,concussions
subpoenas,0.0,-0.9,সমন
regretfully,0.0,-0.9,দুঃখজনক
unlawfully,0.0,-0.9,অবৈধভাবে
brashness,0.0,-0.9,brashness
unpopular,0.0,-0.9,জনসাধারণের অপ্রি়
dispirit,0.0,-0.9,নিরাশ করা
conspicuously,0.0,-0.9,লক্ষণীয়ভাবে
insanely,0.0,-0.9,পাগলের মত
incredulous,0.0,-0.9,বিশ্বাসহীন
indifferent,0.0,-0.9,উদাসীন
racists,0.0,-0.9,জাতিভেদাভেদকারী
impunity,0.0,-0.9,মুক্তি
sorrowful,0.0,-0.9,দু: খিত
unhealthy,0.0,-0.9,অস্বাস্থ্যকর
critical,0.0,-0.9,সংকটপূর্ণ
debaucher,0.0,-0.9,debaucher
gawk,0.0,-0.9,জবুথবু ব্যক্তি
doggedly,0.0,-0.9,doggedly
disrespectable,0.0,-0.9,disrespectable
2-faces,0.0,-0.9,2-মুখ
disgustful,0.0,-0.9,নিদারূণ বিরক্তিকর
flicering,0.0,-0.9,flication
drips,0.0,-0.9,drips
evasion,0.0,-0.9,ছল
indefensible,0.0,-0.9,অরক্ষণীয়
infuriate,0.0,-0.9,ক্ষিপ্ত
aggrieve,0.0,-0.9,অসন্তুষ্ট করা
ludicrous,0.0,-0.9,হাস্যকর
misfortune,0.0,-0.9,দৈবদুর্বিপাক
frigging,0.0,-0.9,অভিশপ্ত
malevolent,0.0,-0.9,হিংসক
monstrosities,0.0,-0.9,monstrosities
avaricious,0.0,-0.9,লালস
stench,0.0,-0.9,পূতি
domineering,0.0,-0.9,উদ্ধত
troublesomely,0.0,-0.9,troublesomely
buckle,0.0,-0.9,বক্ল
confounded,0.0,-0.9,কিংকর্তব্যবিমূঢ়
stumps,0.0,-0.9,স্টাম্পের
judders,0.0,-0.9,judders
smut,0.0,-0.9,কালিঝুলি
terrorism,0.0,-0.9,সন্ত্রাসবাদ
undignified,0.0,-0.9,অসম্ভ্রান্ত
wack,0.0,-0.9,অস্থির
mordantly,0.0,-0.9,mordantly
uncreative,0.0,-0.9,uncreative
adamantly,0.0,-0.9,অনমনীয়রূপে
incompetent,0.0,-0.9,অপদার্থ
disturbance,0.0,-0.9,ঝামেলা
over-acted,0.0,-0.9,ওভার অভিনীত
enflame,0.0,-0.9,enflame
slaves,0.0,-0.9,ক্রীতদাসদের
stealing,0.0,-0.9,চুরি
unconstitutional,0.0,-0.9,নিয়মতন্ত্রবিরোধী
snobbish,0.0,-0.9,ঠেকারে
gaffe,0.0,-0.9,সাঙ্ঘাতিক ভুল
ungrateful,0.0,-0.9,অকৃতজ্ঞ
spookier,0.0,-0.9,spookier
backwood,0.0,-0.9,backwood
derisiveness,0.0,-0.9,derisiveness
squabble,0.0,-0.9,উচ্চকণ্ঠে ঝগড়া করা
inflammed,0.0,-0.9,inflammed
decadent,0.0,-0.9,অধ: পতিত
eschew,0.0,-0.9,পরিহার করা
marginal,0.0,-0.9,প্রান্তীয়
addicting,0.0,-0.9,addicting
fatefully,0.0,-0.9,fatefully
distracting,0.0,-0.9,বিক্ষেপী
penalize,0.0,-0.9,দণ্ডিত করা
bearish,0.0,-0.9,অভদ্র
lull,0.0,-0.9,ঘুমান
expire,0.0,-0.9,নি: শ্বাস ফেলা
betrayals,0.0,-0.9,betrayals
bunk,0.0,-0.9,পালান
feebleminded,0.0,-0.9,feebleminded
f**k,0.0,-0.9,** K চ
inelegant,0.0,-0.9,অসুন্দর
ranted,0.0,-0.9,ranted
scandel,0.0,-0.9,scandel
amputate,0.0,-0.9,কর্তিত
hard-liner,0.0,-0.9,হার্ড মাছ ধরার নৌকা
exclusion,0.0,-0.9,বর্জন
drags,0.0,-0.9,মাদকের
strangest,0.0,-0.9,অদ্ভুত
superstitious,0.0,-0.9,কুসংস্কারাচ্ছন্ন
pry,0.0,-0.9,কিছুর মধ্যে উঁকি মারা
shaky,0.0,-0.9,নড়বড়ে
condemn,0.0,-0.9,নিন্দা করা
abolish,0.0,-0.9,উঠান
accusation,0.0,-0.9,অভিযোগ
irregularity,0.0,-0.9,অনিয়ম
lies,0.0,-0.9,মিথ্যা
premeditated,0.0,-0.9,পূর্বকল্পিত
fault,0.0,-0.9,দোষ
puzzling,0.0,-0.9,বিরক্তিকর
suspicious,0.0,-0.9,সন্দেহজনক
unattractive,0.0,-0.9,অনাকর্ষণীয়
delusional,0.0,-0.9,ভ্রমাত্মক
ungovernable,0.0,-0.9,অশাসনীয়
injustices,0.0,-0.9,অবিচার
limits,0.0,-0.9,সীমা
ultimatum,0.0,-0.9,চরমপত্র
implode,0.0,-0.9,কেন্দ্রীভূত করা
covetous,0.0,-0.9,লোভী
louder,0.0,-0.9,জোরে
monstrous,0.0,-0.9,বিকট
monstrously,0.0,-0.9,monstrously
misstatement,0.0,-0.9,ভুল বিবৃতি
motley,0.0,-0.9,বহুবর্ণ
carp,0.0,-0.9,দোষারোপ করা
estranged,0.0,-0.9,সঙ্গে পারিবারিকভাবে বিছিন্ন
bumping,0.0,-0.9,যাওয়ার
fussy,0.0,-0.9,ব্যস্তবাগীশ
irksomeness,0.0,-0.9,ক্লান্তিদায়কতা
puny,0.0,-0.9,পুঁচকে
dripped,0.0,-0.9,dripped
imperious,0.0,-0.9,স্বেচ্ছাচারী
confused,0.0,-0.9,বিভ্রান্ত
discomfort,0.0,-0.9,অস্বস্তি
jealous,0.0,-0.9,ঈর্ষান্বিত
neurotically,0.0,-0.9,neurotically
guilty,0.0,-0.9,দোষী
flagging,0.0,-0.9,পতাকাঙ্কিত
refusal,0.0,-0.9,অস্বীকার
litigious,0.0,-0.9,মামলাবাজ
scuff,0.0,-0.9,পা টানিয়া চলা
tragedy,0.0,-0.9,দুঃখজনক ঘটনা
ailing,0.0,-0.9,অসুস্থ
secretive,0.0,-0.9,গোপনতাপূর্ণ
cocky,0.0,-0.9,ধৃষ্ট
primitive,0.0,-0.9,আদিম
effigy,0.0,-0.9,প্রতিকৃতি
fatcat,0.0,-0.9,লোভী মানুষ
paupers,0.0,-0.9,বিত্তহীনই
bullies,0.0,-0.9,নিগ্রহ
vanity,0.0,-0.9,অসারত্ব
stooge,0.0,-0.9,তাবেদার
inhospitable,0.0,-0.9,আতিথেয়তাশূন্য
tragically,0.0,-0.9,ঘটনাবহুল
troublesome,0.0,-0.9,বিরক্তিজনক
outcry,0.0,-0.9,হৈচৈ
displeasing,0.0,-0.9,অসন্তুষ্ট
degradingly,0.0,-0.9,degradingly
scrambles,0.0,-0.9,scrambles
impatiently,0.0,-0.9,অধৈর্য হয়ে
maddeningly,0.0,-0.9,maddeningly
unpleasant,0.0,-0.9,অপ্রীতিকর
craze,0.0,-0.9,উন্মত্ততা
devastatingly,0.0,-0.9,devastatingly
unwanted,0.0,-0.9,অনাবশ্যক
provoke,0.0,-0.9,ঘটান
impolitely,0.0,-0.9,impolitely
sneaky,0.0,-0.9,গোপন
unsupported,0.0,-0.9,অসমর্থিত
languish,0.0,-0.9,শক্তিহীনতা
swindle,0.0,-0.9,প্রতারণা
resentment,0.0,-0.9,বিরক্তিভাব
dust,0.0,-0.9,ধূলিকণা
bloodshed,0.0,-0.9,রক্তপাত
shirk,0.0,-0.9,এড়াইয়া চলা
perplexity,0.0,-0.9,আবেশ
impiety,0.0,-0.9,অধার্মিকতা
aggressor,0.0,-0.9,আক্রমণকারী
forbidding,0.0,-0.9,ভীষণদর্শন
demean,0.0,-0.9,হীন করা
inconsequential,0.0,-0.9,তুচ্ছ
disliked,0.0,-0.9,ঘৃণিত
heretical,0.0,-0.9,প্রচলিত মতবেরোধী
tetchily,0.0,-0.9,tetchily
steep,0.0,-0.9,খাড়া
unbelievable,0.0,-0.9,অবিশ্বাস্য
chill,0.0,-0.9,শীতলতা
unfulfilled,0.0,-0.9,অপরিটুষ্ত
oversimplify,0.0,-0.9,অতিসরল করে তোলা
accost,0.0,-0.9,সম্বোধন
ambivalent,0.0,-0.9,পরস্পরবিরোধী
damn,0.0,-0.9,অভিশাপ
forgetful,0.0,-0.9,ভুলো
undermine,0.0,-0.9,অধোদেশ খনন করা
meltdown,0.0,-0.9,তরলিকরন
mobster,0.0,-0.9,ডাকু
overheat,0.0,-0.9,অতিতপ্ত
undermined,0.0,-0.9,কমিয়ে
loophole,0.0,-0.9,পলায়নের পথ
plunder,0.0,-0.9,লুঠতরাজ
screwy,0.0,-0.9,বাতিকগ্রস্ত
fustigate,0.0,-0.9,মুগুরপেটা করা
muddy,0.0,-0.9,কর্দমাক্ত
deficiency,0.0,-0.9,স্বল্পতা
mulish,0.0,-0.9,খচ্চরতুল্য
coupists,0.0,-0.9,coupists
subvert,0.0,-0.9,পরাভূত করা
plagiarize,0.0,-0.9,কুম্ভীলকগিরি
impair,0.0,-0.9,দুর্বল করা
jutters,0.0,-0.9,jutters
sufferers,0.0,-0.9,ক্ষতিগ্রস্থদের
deadweight,0.0,-0.9,deadweight
filth,0.0,-0.9,অশ্লীলতা
unraveled,0.0,-0.9,উন্মোচন
flee,0.0,-0.9,ভাগা
rude,0.0,-0.9,অভদ্র
dissolution,0.0,-0.9,দ্রবণ
patronize,0.0,-0.9,পিঠ চাপড়ান
manipulative,0.0,-0.9,ধান্দাবাজি
peculiarly,0.0,-0.9,অদ্ভুতভাবে
dark,0.0,-0.9,অন্ধকার
notoriety,0.0,-0.9,কুখ্যাতি
bewilderingly,0.0,-0.9,bewilderingly
hardball,0.0,-0.9,হার্ডবল
pompous,0.0,-0.9,আত্মম্ভরী
spew,0.0,-0.9,বমি
motionless,0.0,-0.9,গতিহীন
negatives,0.0,-0.9,নেগেটিভ
stifling,0.0,-0.9,stifling
addicts,0.0,-0.9,আসক্ত
cramp,0.0,-0.9,খিল ধরান
lone,0.0,-0.9,নির্জন
unsecure,0.0,-0.9,অনিরাপদ
disingenuous,0.0,-0.9,কপট
chafe,0.0,-0.9,রাগান
fabrication,0.0,-0.9,উত্পাদন
died,0.0,-0.9,মারা যান
frustration,0.0,-0.9,পরাজয়
disillusionment,0.0,-0.9,মোহমুক্তি
long-winded,0.0,-0.9,দীর্ঘশ্বাসযুক্ত
smudging,0.0,-0.9,smudging
burdensomely,0.0,-0.9,burdensomely
bumps,0.0,-0.9,বাধা বিপত্তি
arduously,0.0,-0.9,কষ্টসহকারে
fatalistically,0.0,-0.9,fatalistically
militancy,0.0,-0.9,জঙ্গিবাদ
noxious,0.0,-0.9,বিনাশসাধক
sulk,0.0,-0.9,মুখ গোমড়া করা
superfluous,0.0,-0.9,অতিরিক্ত
complicit,0.0,-0.9,অবৈধ কাজের সহযোগী
choleric,0.0,-0.9,দজ্জাল
sunk,0.0,-0.9,নিমগ্ন
skepticism,0.0,-0.9,সংশয়বাদ
unreachable,0.0,-0.9,অনধিগম্য
commiserate,0.0,-0.9,সহানুভূতি প্রকাশ করা
deprived,0.0,-0.9,বঞ্চিত
traitorously,0.0,-0.9,traitorously
zombie,0.0,-0.9,বোকচন্দর
harried,0.0,-0.9,নিপীড়িত
outbreak,0.0,-0.9,প্রাদুর্ভাব
inteferes,0.0,-0.9,inteferes
emphatic,0.0,-0.9,সতেজ
incense,0.0,-0.9,ধূপ
hated,0.0,-0.9,ঘৃণিত
overrated,0.0,-0.9,ওভাররেটেড
irate,0.0,-0.9,রাগাম্বিত
hinder,0.0,-0.9,পশ্চাদ্বর্তী
gasp,0.0,-0.9,খাবি
excruciatingly,0.0,-0.9,excruciatingly
snarl,0.0,-0.9,জলখাবার
freezing,0.0,-0.9,জমা
wrath,0.0,-0.9,ক্রোধ
farcical,0.0,-0.9,হাস্যকর
ineptitude,0.0,-0.9,অনুপযুক্ততা
ferocity,0.0,-0.9,হিংস্রতা
underpowered,0.0,-0.9,underpowered
improbable,0.0,-0.9,অভাবনীয়
fearfully,0.0,-0.9,সশঙ্কে
agonizing,0.0,-0.9,মানসিক যন্ত্রণাদায়ক
puppets,0.0,-0.9,পুতুল
noises,0.0,-0.9,শব্দ
refuses,0.0,-0.9,রাজি
remorse,0.0,-0.9,অনুশোচনা
addicted,0.0,-0.9,আসক্ত
defects,0.0,-0.9,অপূর্ণতা
lethargy,0.0,-0.9,তন্দ্রা
combust,0.0,-0.9,বিস্ফোরণ ঘটাতে
annoyed,0.0,-0.9,উত্ত্যক্ত
disdained,0.0,-0.9,তুচ্ছ
skittishly,0.0,-0.9,skittishly
dissappointing,0.0,-0.9,dissappointing
sugar-coated,0.0,-0.9,লেপা চিনি
dragged,0.0,-0.9,টেনেছেন
mashed,0.0,-0.9,ভর্তা করা
falls,0.0,-0.9,ঝরনা
depraved,0.0,-0.9,চরিত্রহীন
