Term,PosScore,NegScore,Marathi
frenzied,0.0,-0.9,उन्माद
absurdity,0.0,-0.9,मूर्खपणा
unspeakable,0.0,-0.9,अकल्पनीय
beguile,0.0,-0.9,फसवणे
delude,0.0,-0.9,निराश
violators,0.0,-0.9,उल्लंघन करणारे
vibrating,0.0,-0.9,कंप
baffle,0.0,-0.9,गोंधळ
bowdlerize,0.0,-0.9,बोल्डलरीझ
turmoil,0.0,-0.9,गोंधळ
utterly,0.0,-0.9,पूर्णपणे
shimmer,0.0,-0.9,लखलखीत
frenetically,0.0,-0.9,उन्मादपूर्वक
fail,0.0,-0.9,अपयशी
messes,0.0,-0.9,गोंधळ
undersized,0.0,-0.9,अधोरेखित
fanaticism,0.0,-0.9,धर्मांधता
disarray,0.0,-0.9,गोंधळ
scold,0.0,-0.9,फटकारले
madness,0.0,-0.9,वेडेपणा
shake,0.0,-0.9,शेक
discrepant,0.0,-0.9,निरुपयोगी
disses,0.0,-0.9,त्यांचे
dubiously,0.0,-0.9,संशयास्पद
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,चुकीचे भाष्य
nauseating,0.0,-0.9,मळमळ
wrinkled,0.0,-0.9,सुरकुत्या
punch,0.0,-0.9,ठोसा
brood,0.0,-0.9,ब्रेड
cringes,0.0,-0.9,कवच
grudgingly,0.0,-0.9,चिडखोरपणे
danger,0.0,-0.9,धोका
exhaust,0.0,-0.9,निकास
raping,0.0,-0.9,बलात्कार
scandels,0.0,-0.9,घोटाळा
brash,0.0,-0.9,तेजस्वी
slumping,0.0,-0.9,घसरत आहे
loser,0.0,-0.9,पराभूत
glitches,0.0,-0.9,glitches
appalling,0.0,-0.9,भयानक
conspire,0.0,-0.9,कट रचणे
heartbreaking,0.0,-0.9,हृदयभ्रष्ट
besiege,0.0,-0.9,घेराव
blah,0.0,-0.9,बाला
bad,0.0,-0.9,वाईट
blatant,0.0,-0.9,निर्लज्ज
mendacious,0.0,-0.9,mendacious
submissive,0.0,-0.9,नम्र
disgraceful,0.0,-0.9,अपमानजनक
unprofitable,0.0,-0.9,नालायक
shady,0.0,-0.9,छायादार
refutes,0.0,-0.9,खंडन
polution,0.0,-0.9,प्रदूषण
stump,0.0,-0.9,स्टंप
enraged,0.0,-0.9,संतापला
crazily,0.0,-0.9,वेडा
over-priced,0.0,-0.9,जास्त किंमत
unreadable,0.0,-0.9,अवाचनीय
satirical,0.0,-0.9,उपहासात्मक
spiteful,0.0,-0.9,असमाधानकारक
radicalization,0.0,-0.9,मूलगामी
brittle,0.0,-0.9,ठिसूळ
peril,0.0,-0.9,संकट
gainsayer,0.0,-0.9,गेन्सेयर
pout,0.0,-0.9,पाऊस
illusory,0.0,-0.9,भ्रामक
haunting,0.0,-0.9,भुताटकी
terror-genic,0.0,-0.9,दहशतवादी
weep,0.0,-0.9,रडणे
downhill,0.0,-0.9,उतारा
whine,0.0,-0.9,whine
dislike,0.0,-0.9,नापसंत
wicked,0.0,-0.9,दुष्ट
extort,0.0,-0.9,हद्दपार
smoulder,0.0,-0.9,धुम्रपान करणारा
darker,0.0,-0.9,जास्त गडद
fume,0.0,-0.9,धूर
avalanche,0.0,-0.9,हिमस्खलन
break-up,0.0,-0.9,ब्रेक-अप
hate,0.0,-0.9,तिरस्कार
capricious,0.0,-0.9,लहरी
jutter,0.0,-0.9,जटर
immoderately,0.0,-0.9,अमर्यादपणे
semi-retarded,0.0,-0.9,अर्ध-मंद
cracks,0.0,-0.9,भेगा
criticizing,0.0,-0.9,टीका
disgustfully,0.0,-0.9,घृणास्पदपणे
dumping,0.0,-0.9,डंपिंग
mispronounced,0.0,-0.9,चुकीचा अर्थ लावला
scorchingly,0.0,-0.9,जोरात
kaput,0.0,-0.9,गेट
detraction,0.0,-0.9,अपमान
derisively,0.0,-0.9,उपहासात्मकपणे
condemnation,0.0,-0.9,निंदा
funnily,0.0,-0.9,गमतीशीर
sass,0.0,-0.9,sass
opponent,0.0,-0.9,विरोधक
dungeons,0.0,-0.9,dungeons
scolded,0.0,-0.9,रागावणे
commotions,0.0,-0.9,concustions
subpoenas,0.0,-0.9,subpoenas
regretfully,0.0,-0.9,खेदपूर्वक
unlawfully,0.0,-0.9,बेकायदेशीरपणे
brashness,0.0,-0.9,तेज
unpopular,0.0,-0.9,लोकप्रिय नसलेले
dispirit,0.0,-0.9,निराश करणे
conspicuously,0.0,-0.9,सुस्पष्टपणे
insanely,0.0,-0.9,वेडेपणाने
incredulous,0.0,-0.9,आश्चर्यकारक
indifferent,0.0,-0.9,उदासीन
racists,0.0,-0.9,वर्णद्वेषी
impunity,0.0,-0.9,दंडात्मक कारवाई
sorrowful,0.0,-0.9,दु: खी
unhealthy,0.0,-0.9,अस्वस्थ
critical,0.0,-0.9,गंभीर
debaucher,0.0,-0.9,डीबॉचर
gawk,0.0,-0.9,गंमत
doggedly,0.0,-0.9,कुत्रा
disrespectable,0.0,-0.9,अनादरनीय
2-faces,0.0,-0.9,2-चेहरे
disgustful,0.0,-0.9,घृणास्पद
flicering,0.0,-0.9,flication
drips,0.0,-0.9,ठिबक
evasion,0.0,-0.9,चुकवणे
indefensible,0.0,-0.9,अनिश्चित
infuriate,0.0,-0.9,चिडवणे
aggrieve,0.0,-0.9,दु: ख
ludicrous,0.0,-0.9,हास्यास्पद
misfortune,0.0,-0.9,दुर्दैव
frigging,0.0,-0.9,फ्रिगिंग
malevolent,0.0,-0.9,द्वेषयुक्त
monstrosities,0.0,-0.9,monstrosities
avaricious,0.0,-0.9,अविचारी
stench,0.0,-0.9,दुर्गंधी
domineering,0.0,-0.9,वर्चस्व
troublesomely,0.0,-0.9,त्रासदायकपणे
buckle,0.0,-0.9,बकल
confounded,0.0,-0.9,गोंधळलेला
stumps,0.0,-0.9,अडचणी
judders,0.0,-0.9,न्यायाधीश
smut,0.0,-0.9,धुराडे
terrorism,0.0,-0.9,दहशतवाद
undignified,0.0,-0.9,अस्पष्ट
wack,0.0,-0.9,विक्षिप्तपणा
mordantly,0.0,-0.9,अत्यंत
uncreative,0.0,-0.9,अप्रिय
adamantly,0.0,-0.9,ठामपणे
incompetent,0.0,-0.9,अक्षम
disturbance,0.0,-0.9,त्रास
over-acted,0.0,-0.9,अति-कृती
enflame,0.0,-0.9,enflame
slaves,0.0,-0.9,गुलाम
stealing,0.0,-0.9,चोरी
unconstitutional,0.0,-0.9,असंवैधानिक
snobbish,0.0,-0.9,स्नॉबिश
gaffe,0.0,-0.9,चुकणे
ungrateful,0.0,-0.9,कृतघ्न
spookier,0.0,-0.9,स्पूकीअर
backwood,0.0,-0.9,बॅकवुड
derisiveness,0.0,-0.9,उपहास
squabble,0.0,-0.9,भांडण
inflammed,0.0,-0.9,जळजळ
decadent,0.0,-0.9,अधोगती
eschew,0.0,-0.9,eschew
marginal,0.0,-0.9,सीमान्त
addicting,0.0,-0.9,व्यसन
fatefully,0.0,-0.9,दुर्दैवाने
distracting,0.0,-0.9,विचलित करणारे
penalize,0.0,-0.9,दंड
bearish,0.0,-0.9,मंदीचा
lull,0.0,-0.9,कंटाळवाणा
expire,0.0,-0.9,कालबाह्य
betrayals,0.0,-0.9,विश्वासघात
bunk,0.0,-0.9,बंक
feebleminded,0.0,-0.9,कमजोर मनाचा
f**k,0.0,-0.9,फ ** के
inelegant,0.0,-0.9,निरुपयोगी
ranted,0.0,-0.9,संपली
scandel,0.0,-0.9,घोटाळा
amputate,0.0,-0.9,विच्छेदित
hard-liner,0.0,-0.9,हार्ड-लाइनर
exclusion,0.0,-0.9,अपवर्जन
drags,0.0,-0.9,ड्रॅग
strangest,0.0,-0.9,विचित्र
superstitious,0.0,-0.9,अंधश्रद्धाळू
pry,0.0,-0.9,पीआर
shaky,0.0,-0.9,डळमळीत
condemn,0.0,-0.9,निषेध
abolish,0.0,-0.9,रद्द
accusation,0.0,-0.9,आरोप
irregularity,0.0,-0.9,अनियमितता
lies,0.0,-0.9,खोटे
premeditated,0.0,-0.9,प्रीमेटेड
fault,0.0,-0.9,चूक
puzzling,0.0,-0.9,गोंधळ
suspicious,0.0,-0.9,संशयास्पद
unattractive,0.0,-0.9,अप्रिय
delusional,0.0,-0.9,भ्रामक
ungovernable,0.0,-0.9,अस्पष्ट
injustices,0.0,-0.9,अन्याय
limits,0.0,-0.9,मर्यादा
ultimatum,0.0,-0.9,अल्टिमेटम
implode,0.0,-0.9,उत्तेजन देणे
covetous,0.0,-0.9,लोभ
louder,0.0,-0.9,जोरात
monstrous,0.0,-0.9,राक्षसी
monstrously,0.0,-0.9,राक्षसी
misstatement,0.0,-0.9,चुकीची माहिती देणे
motley,0.0,-0.9,गवत
carp,0.0,-0.9,कार्प
estranged,0.0,-0.9,विचित्र
bumping,0.0,-0.9,दणका
fussy,0.0,-0.9,चिडखोर
irksomeness,0.0,-0.9,उदासपणा
puny,0.0,-0.9,दंड
dripped,0.0,-0.9,ठिबक
imperious,0.0,-0.9,अभेद्य
confused,0.0,-0.9,गोंधळलेला
discomfort,0.0,-0.9,अस्वस्थता
jealous,0.0,-0.9,मत्सर
neurotically,0.0,-0.9,न्यूरोटिकली
guilty,0.0,-0.9,अपराधी
flagging,0.0,-0.9,ध्वजांकन
refusal,0.0,-0.9,नकार
litigious,0.0,-0.9,फिर्यादी
scuff,0.0,-0.9,भांडण
tragedy,0.0,-0.9,शोकांतिका
ailing,0.0,-0.9,आजारी
secretive,0.0,-0.9,गुप्त
cocky,0.0,-0.9,कोंबडी
primitive,0.0,-0.9,आदिम
effigy,0.0,-0.9,पुतळा
fatcat,0.0,-0.9,फॅटकॅट
paupers,0.0,-0.9,paupers
bullies,0.0,-0.9,बुली
vanity,0.0,-0.9,व्यर्थ
stooge,0.0,-0.9,बेबनाव
inhospitable,0.0,-0.9,निर्वासित
tragically,0.0,-0.9,दुर्दैवाने
troublesome,0.0,-0.9,त्रासदायक
outcry,0.0,-0.9,ओरड
displeasing,0.0,-0.9,नाराज
degradingly,0.0,-0.9,निकृष्टपणे
scrambles,0.0,-0.9,scrambles
impatiently,0.0,-0.9,अधीरतेने
maddeningly,0.0,-0.9,वेडेपणाने
unpleasant,0.0,-0.9,अप्रिय
craze,0.0,-0.9,वेड
devastatingly,0.0,-0.9,विनाशकारी
unwanted,0.0,-0.9,अवांछित
provoke,0.0,-0.9,चिथावणी देणे
impolitely,0.0,-0.9,अविचारीपणे
sneaky,0.0,-0.9,चोरटा
unsupported,0.0,-0.9,असमर्थित
languish,0.0,-0.9,सुस्त
swindle,0.0,-0.9,ठोका
resentment,0.0,-0.9,चीड
dust,0.0,-0.9,धूळ
bloodshed,0.0,-0.9,रक्तपात
shirk,0.0,-0.9,शिर्क
perplexity,0.0,-0.9,गोंधळ
impiety,0.0,-0.9,देवत्व
aggressor,0.0,-0.9,आक्रमक
forbidding,0.0,-0.9,मनाई
demean,0.0,-0.9,नीच
inconsequential,0.0,-0.9,विसंगत
disliked,0.0,-0.9,आवडले नाही
heretical,0.0,-0.9,विधर्मी
tetchily,0.0,-0.9,tetchily
steep,0.0,-0.9,उभे
unbelievable,0.0,-0.9,अविश्वसनीय
chill,0.0,-0.9,थंडगार
unfulfilled,0.0,-0.9,अपूर्ण
oversimplify,0.0,-0.9,ओव्हरस्प्लीफाई
accost,0.0,-0.9,accos
ambivalent,0.0,-0.9,द्विधा
damn,0.0,-0.9,धिक्कार
forgetful,0.0,-0.9,विसरलेला
undermine,0.0,-0.9,कमी करणे
meltdown,0.0,-0.9,मंदी
mobster,0.0,-0.9,जमाव
overheat,0.0,-0.9,जास्त गरम
undermined,0.0,-0.9,कमी
loophole,0.0,-0.9,पळवाट
plunder,0.0,-0.9,लूट
screwy,0.0,-0.9,चतुर
fustigate,0.0,-0.9,गोंधळ
muddy,0.0,-0.9,चिखल
deficiency,0.0,-0.9,कमतरता
mulish,0.0,-0.9,गवत
coupists,0.0,-0.9,कम्युनिस्ट
subvert,0.0,-0.9,उपहास करणे
plagiarize,0.0,-0.9,चोरणे
impair,0.0,-0.9,दुर्बलता
jutters,0.0,-0.9,jutters
sufferers,0.0,-0.9,ग्रस्त
deadweight,0.0,-0.9,डेडवेट
filth,0.0,-0.9,मलिन
unraveled,0.0,-0.9,unraveled
flee,0.0,-0.9,पळून जा
rude,0.0,-0.9,उद्धट
dissolution,0.0,-0.9,विसर्जन
patronize,0.0,-0.9,आश्रय देणे
manipulative,0.0,-0.9,फेरफार
peculiarly,0.0,-0.9,चमत्कारिक
dark,0.0,-0.9,गडद
notoriety,0.0,-0.9,बदनामी
bewilderingly,0.0,-0.9,आश्चर्यचकित
hardball,0.0,-0.9,हार्डबॉल
pompous,0.0,-0.9,भडक
spew,0.0,-0.9,जादू
motionless,0.0,-0.9,गतिहीन
negatives,0.0,-0.9,नकारात्मक
stifling,0.0,-0.9,दडपण
addicts,0.0,-0.9,व्यसनी
cramp,0.0,-0.9,पेटके
lone,0.0,-0.9,एकटा
unsecure,0.0,-0.9,असुरक्षित
disingenuous,0.0,-0.9,विचित्र
chafe,0.0,-0.9,चाफे
fabrication,0.0,-0.9,उत्पादन
died,0.0,-0.9,मरण पावला
frustration,0.0,-0.9,निराशा
disillusionment,0.0,-0.9,मोहभंग
long-winded,0.0,-0.9,लांब वारा असलेला
smudging,0.0,-0.9,smudging
burdensomely,0.0,-0.9,ओझे
bumps,0.0,-0.9,अडथळे
arduously,0.0,-0.9,कष्टाने
fatalistically,0.0,-0.9,प्राणघातकपणे
militancy,0.0,-0.9,अतिरेकी
noxious,0.0,-0.9,अपायकारक
sulk,0.0,-0.9,गवत
superfluous,0.0,-0.9,अनावश्यक
complicit,0.0,-0.9,गुंतागुंत
choleric,0.0,-0.9,कोलेरिक
sunk,0.0,-0.9,बुडलेले
skepticism,0.0,-0.9,संशय
unreachable,0.0,-0.9,आवाक्याबाहेर
commiserate,0.0,-0.9,कमिशनर
deprived,0.0,-0.9,वंचित
traitorously,0.0,-0.9,गद्दारपणे
zombie,0.0,-0.9,स्वतंत्रपणे निर्णय घेण्याची कुवत नसलेला असा मनुष्य
harried,0.0,-0.9,हॅरीड
outbreak,0.0,-0.9,उद्रेक
inteferes,0.0,-0.9,मध्यस्थी
emphatic,0.0,-0.9,जोरदार
incense,0.0,-0.9,उदबत्ती
hated,0.0,-0.9,द्वेष केला
overrated,0.0,-0.9,ओव्हररेटेड
irate,0.0,-0.9,चिडवणे
hinder,0.0,-0.9,अडथळा
gasp,0.0,-0.9,धापा टाकणे
excruciatingly,0.0,-0.9,उत्सुकतेने
snarl,0.0,-0.9,स्नॅक
freezing,0.0,-0.9,अतिशीत
wrath,0.0,-0.9,क्रोध
farcical,0.0,-0.9,फार्किकल
ineptitude,0.0,-0.9,अयोग्यपणा
ferocity,0.0,-0.9,क्रूरपणा
underpowered,0.0,-0.9,अंडरपावर्ड
improbable,0.0,-0.9,अशक्य
fearfully,0.0,-0.9,भीतीने
agonizing,0.0,-0.9,त्रासदायक
puppets,0.0,-0.9,बाहुल्या
noises,0.0,-0.9,आवाज
refuses,0.0,-0.9,नकार
remorse,0.0,-0.9,पश्चात्ताप
addicted,0.0,-0.9,व्यसनी
defects,0.0,-0.9,दोष
lethargy,0.0,-0.9,सुस्तपणा
combust,0.0,-0.9,दहन
annoyed,0.0,-0.9,नाराज
disdained,0.0,-0.9,तिरस्कार
skittishly,0.0,-0.9,स्किटीशली
dissappointing,0.0,-0.9,निराशाजनक
sugar-coated,0.0,-0.9,साखर-लेपित
dragged,0.0,-0.9,ड्रॅग
mashed,0.0,-0.9,मॅश
falls,0.0,-0.9,पडते
depraved,0.0,-0.9,निराश
darken,0.0,-0.9,गडद
ruins,0.0,-0.9,अवशेष
stiffness,0.0,-0.9,कडक होणे
two-faces,0.0,-0.9,दोन चेहरे
sloooow,0.0,-0.9,स्लॉउ
direness,0.0,-0.9,ते आहेत
inconsistence,0.0,-0.9,विसंगती
wily,0.0,-0.9,लबाडीचा
abyss,0.0,-0.9,रसातल
burn,0.0,-0.9,जाळणे
blabber,0.0,-0.9,बडबड
tediously,0.0,-0.9,कंटाळवाणेपणाने
hostile,0.0,-0.9,विरोधी
oblique,0.0,-0.9,तिरकस
intractable,0.0,-0.9,अव्यवहार्य
despicably,0.0,-0.9,तिरस्कारपूर्वक
fanatics,0.0,-0.9,धर्मांध
fury,0.0,-0.9,राग
imperfections,0.0,-0.9,अपूर्णता
draconic,0.0,-0.9,ड्रॅकोनिक
kook,0.0,-0.9,उकळणे
instable,0.0,-0.9,अस्थिर
carnage,0.0,-0.9,नरसंहार
squeals,0.0,-0.9,squeals
reproach,0.0,-0.9,निंदा
rut,0.0,-0.9,गोंधळ
taut,0.0,-0.9,टाउट
reckless,0.0,-0.9,बेपर्वा
antagonistic,0.0,-0.9,विरोधी
burden,0.0,-0.9,ओझे
inextricable,0.0,-0.9,अव्यवस्थित
obtrusive,0.0,-0.9,अडथळा आणणारा
poisonous,0.0,-0.9,विषारी
incommensurate,0.0,-0.9,अपूर्ण
intolerablely,0.0,-0.9,असह्यपणे
infringement,0.0,-0.9,उल्लंघन
brazenness,0.0,-0.9,निर्लज्जपणा
dangerous,0.0,-0.9,धोकादायक
niggle,0.0,-0.9,निगल
dissatisfaction,0.0,-0.9,असमाधान
spendy,0.0,-0.9,खर्च
gimmicks,0.0,-0.9,नौटंकी
deterioration,0.0,-0.9,र्‍हास
touted,0.0,-0.9,teded
rigidness,0.0,-0.9,कडकपणा
gritty,0.0,-0.9,कर्कश
acridness,0.0,-0.9,आंबटपणा
peculiar,0.0,-0.9,चमत्कारिक
beggarly,0.0,-0.9,भिकारी
insufficiency,0.0,-0.9,अपुरेपणा
admonisher,0.0,-0.9,सल्ला देणे
panders,0.0,-0.9,panders
deviousness,0.0,-0.9,कुतूहल
squabbling,0.0,-0.9,भांडण
misaligned,0.0,-0.9,चुकीची सही दिली
misread,0.0,-0.9,गैरसमज
wreaked,0.0,-0.9,उध्वस्त
admonishingly,0.0,-0.9,सावधगिरीने
worn,0.0,-0.9,थकलेला
gibber,0.0,-0.9,गिब्बर
arrogance,0.0,-0.9,अभिमान
jealousy,0.0,-0.9,मत्सर
mocking,0.0,-0.9,थट्टा
uproarious,0.0,-0.9,गोंधळ
joker,0.0,-0.9,जोकर
back-logged,0.0,-0.9,बॅक-लॉग इन
meaningless,0.0,-0.9,निरर्थक
denunciations,0.0,-0.9,निषेध
insubstantial,0.0,-0.9,अनिश्चित
lawbreaker,0.0,-0.9,कायदा तोडणारा
offender,0.0,-0.9,गुन्हेगार
oversimplification,0.0,-0.9,ओव्हरस्प्लीफिकेशन
smolder,0.0,-0.9,धुम्रपान करणारा
taunts,0.0,-0.9,टंट्स
